Model,Scenario,Number_of_EVs,EV_No,Arrival,Depart,EV_Type,BatteryCapacity,Distance,Demand,Alloc_charger,Delay
FCFS,1510,45,33,10.0,20.0,Sedan,24,30.734,13.0,19,0
FCFS,1510,45,34,10.0,21.0,Sedan,24,48.614,21.0,19,0
FCFS,1510,45,35,10.0,20.0,Small,16,32.35,12.0,8,0
FCFS,1510,45,36,10.0,20.0,Small,16,51.743,16,19,0
FCFS,1510,45,37,10.0,20.0,Small,16,62.698,16,8,0
FCFS,1510,45,38,10.0,20.0,Small,16,60.618,16,4,0
FCFS,1510,45,39,11.0,20.0,SUV,54,22.041,13.0,19,0
FCFS,1510,45,40,11.0,19.0,Sedan,24,28.051,12.0,19,0
FCFS,1510,45,41,11.0,19.0,Sedan,24,31.761,14.0,8,0
FCFS,1510,45,42,11.0,20.0,SUV,54,73.765,42.0,19,0
FCFS,1510,45,43,11.0,18.0,Sedan,24,44.174,19.0,19,0
FCFS,1510,45,44,12.0,22.0,Sedan,24,59.853,24,19,0
FCFS,1510,45,45,13.0,18.0,Small,16,19.71,7.0,8,0
FCFS,1511,45,1,2.0,17.0,SUV,54,37.138,21.0,8,0
FCFS,1511,45,2,5.0,21.0,Truck,70,32.642,27.0,19,0
FCFS,1511,45,3,5.0,17.0,SUV,54,45.269,26.0,19,0
FCFS,1511,45,4,5.0,17.0,Truck,70,49.448,40.0,19,0
FCFS,1511,45,5,5.0,20.0,Small,16,49.392,16,8,0
FCFS,1511,45,6,6.0,19.0,Sedan,24,26.343,11.0,4,0
FCFS,1511,45,7,6.0,18.0,SUV,54,58.339,33.0,19,0
FCFS,1511,45,8,6.0,17.0,Truck,70,48.159,39.0,8,0
FCFS,1511,45,9,6.0,18.0,Sedan,24,46.687,20.0,4,0
FCFS,1511,45,10,6.0,19.0,Sedan,24,70.092,24,19,0
FCFS,1511,45,11,6.0,20.0,Small,16,37.21,14.0,8,0
FCFS,1511,45,12,6.0,17.0,Small,16,41.774,16.0,8,0
FCFS,1511,45,13,7.0,16.0,SUV,54,16.219,9.0,19,0
FCFS,1511,45,14,7.0,21.0,SUV,54,38.718,22.0,8,0
FCFS,1511,45,15,7.0,17.0,SUV,54,28.391,16.0,8,0
FCFS,1511,45,16,7.0,18.0,SUV,54,34.226,20.0,4,0
FCFS,1511,45,17,7.0,18.0,SUV,54,36.548,21.0,19,0
FCFS,1511,45,18,7.0,21.0,Truck,70,35.777,29.0,19,0
FCFS,1511,45,19,7.0,19.0,SUV,54,48.965,28.0,19,0
FCFS,1511,45,20,7.0,19.0,SUV,54,49.909,29.0,19,0
FCFS,1511,45,21,7.0,19.0,SUV,54,57.124,33.0,19,0
FCFS,1511,45,22,7.0,18.0,Truck,70,60.114,49.0,19,0
FCFS,1511,45,23,7.0,18.0,Small,16,39.772,15.0,8,0
FCFS,1511,45,24,8.0,20.0,Small,16,29.152,11.0,8,0
FCFS,1511,45,25,8.0,19.0,Small,16,31.657,12.0,8,0
FCFS,1511,45,26,8.0,16.0,Small,16,32.224,12.0,4,0
FCFS,1511,45,27,8.0,18.0,Small,16,56.669,16,8,0
FCFS,1511,45,28,9.0,19.0,Sedan,24,30.839,13.0,19,0
FCFS,1511,45,29,9.0,20.0,Truck,70,59.99,49.0,19,0
FCFS,1511,45,30,9.0,20.0,Small,16,36.893,14.0,8,0
FCFS,1511,45,31,9.0,19.0,Small,16,69.962,16,4,0
FCFS,1511,45,32,9.0,19.0,Small,16,54.176,16,8,0
FCFS,1511,45,33,10.0,20.0,Sedan,24,30.734,13.0,19,0
FCFS,1511,45,34,10.0,21.0,Sedan,24,48.614,21.0,19,0
FCFS,1511,45,35,10.0,20.0,Small,16,32.35,12.0,8,0
FCFS,1511,45,36,10.0,20.0,Small,16,51.743,16,19,0
FCFS,1511,45,37,10.0,20.0,Small,16,62.698,16,8,0
FCFS,1511,45,38,10.0,20.0,Small,16,60.618,16,4,0
FCFS,1511,45,39,11.0,20.0,SUV,54,22.041,13.0,19,0
FCFS,1511,45,40,11.0,19.0,Sedan,24,28.051,12.0,19,0
FCFS,1511,45,41,11.0,19.0,Sedan,24,31.761,14.0,8,0
FCFS,1511,45,42,11.0,20.0,SUV,54,73.765,42.0,19,0
FCFS,1511,45,43,11.0,18.0,Sedan,24,44.174,19.0,19,0
FCFS,1511,45,44,12.0,22.0,Sedan,24,59.853,24,19,0
FCFS,1511,45,45,13.0,18.0,Small,16,19.71,7.0,8,0
FCFS,1512,45,1,2.0,17.0,SUV,54,37.138,21.0,8,0
FCFS,1512,45,2,5.0,21.0,Truck,70,32.642,27.0,19,0
FCFS,1512,45,3,5.0,17.0,SUV,54,45.269,26.0,19,0
FCFS,1512,45,4,5.0,17.0,Truck,70,49.448,40.0,19,0
FCFS,1512,45,5,5.0,20.0,Small,16,49.392,16,8,0
FCFS,1512,45,6,6.0,19.0,Sedan,24,26.343,11.0,4,0
FCFS,1512,45,7,6.0,18.0,SUV,54,58.339,33.0,19,0
FCFS,1512,45,8,6.0,17.0,Truck,70,48.159,39.0,8,0
FCFS,1512,45,9,6.0,18.0,Sedan,24,46.687,20.0,4,0
FCFS,1512,45,10,6.0,19.0,Sedan,24,70.092,24,19,0
FCFS,1512,45,11,6.0,20.0,Small,16,37.21,14.0,8,0
FCFS,1512,45,12,6.0,17.0,Small,16,41.774,16.0,8,0
FCFS,1512,45,13,7.0,16.0,SUV,54,16.219,9.0,19,0
FCFS,1512,45,14,7.0,21.0,SUV,54,38.718,22.0,8,0
FCFS,1512,45,15,7.0,17.0,SUV,54,28.391,16.0,8,0
FCFS,1512,45,16,7.0,18.0,SUV,54,34.226,20.0,4,0
FCFS,1512,45,17,7.0,18.0,SUV,54,36.548,21.0,19,0
FCFS,1512,45,18,7.0,21.0,Truck,70,35.777,29.0,19,0
FCFS,1512,45,19,7.0,19.0,SUV,54,48.965,28.0,19,0
FCFS,1512,45,20,7.0,19.0,SUV,54,49.909,29.0,19,0
FCFS,1512,45,21,7.0,19.0,SUV,54,57.124,33.0,19,0
FCFS,1512,45,22,7.0,18.0,Truck,70,60.114,49.0,19,0
FCFS,1512,45,23,7.0,18.0,Small,16,39.772,15.0,8,0
FCFS,1512,45,24,8.0,20.0,Small,16,29.152,11.0,8,0
FCFS,1512,45,25,8.0,19.0,Small,16,31.657,12.0,8,0
FCFS,1512,45,26,8.0,16.0,Small,16,32.224,12.0,4,0
FCFS,1512,45,27,8.0,18.0,Small,16,56.669,16,8,0
FCFS,1512,45,28,9.0,19.0,Sedan,24,30.839,13.0,19,0
FCFS,1512,45,29,9.0,20.0,Truck,70,59.99,49.0,19,0
FCFS,1512,45,30,9.0,20.0,Small,16,36.893,14.0,8,0
FCFS,1512,45,31,9.0,19.0,Small,16,69.962,16,4,0
FCFS,1512,45,32,9.0,19.0,Small,16,54.176,16,8,0
FCFS,1512,45,33,10.0,20.0,Sedan,24,30.734,13.0,19,0
FCFS,1512,45,34,10.0,21.0,Sedan,24,48.614,21.0,19,0
FCFS,1512,45,35,10.0,20.0,Small,16,32.35,12.0,8,0
FCFS,1512,45,36,10.0,20.0,Small,16,51.743,16,19,0
FCFS,1512,45,37,10.0,20.0,Small,16,62.698,16,8,0
FCFS,1512,45,38,10.0,20.0,Small,16,60.618,16,4,0
FCFS,1512,45,39,11.0,20.0,SUV,54,22.041,13.0,19,0
FCFS,1512,45,40,11.0,19.0,Sedan,24,28.051,12.0,19,0
FCFS,1512,45,41,11.0,19.0,Sedan,24,31.761,14.0,8,0
FCFS,1512,45,42,11.0,20.0,SUV,54,73.765,42.0,19,0
FCFS,1512,45,43,11.0,18.0,Sedan,24,44.174,19.0,19,0
FCFS,1512,45,44,12.0,22.0,Sedan,24,59.853,24,19,0
FCFS,1512,45,45,13.0,18.0,Small,16,19.71,7.0,8,0
FCFS,1513,45,1,2.0,17.0,SUV,54,37.138,21.0,8,0
FCFS,1513,45,2,5.0,21.0,Truck,70,32.642,27.0,19,0
FCFS,1513,45,3,5.0,17.0,SUV,54,45.269,26.0,19,0
FCFS,1513,45,4,5.0,17.0,Truck,70,49.448,40.0,19,0
FCFS,1513,45,5,5.0,20.0,Small,16,49.392,16,8,0
FCFS,1513,45,6,6.0,19.0,Sedan,24,26.343,11.0,4,0
FCFS,1513,45,7,6.0,18.0,SUV,54,58.339,33.0,19,0
FCFS,1513,45,8,6.0,17.0,Truck,70,48.159,39.0,8,0
FCFS,1513,45,9,6.0,18.0,Sedan,24,46.687,20.0,4,0
FCFS,1513,45,10,6.0,19.0,Sedan,24,70.092,24,19,0
FCFS,1513,45,11,6.0,20.0,Small,16,37.21,14.0,8,0
FCFS,1513,45,12,6.0,17.0,Small,16,41.774,16.0,8,0
FCFS,1513,45,13,7.0,16.0,SUV,54,16.219,9.0,19,0
FCFS,1513,45,14,7.0,21.0,SUV,54,38.718,22.0,8,0
FCFS,1513,45,15,7.0,17.0,SUV,54,28.391,16.0,8,0
FCFS,1513,45,16,7.0,18.0,SUV,54,34.226,20.0,4,0
FCFS,1513,45,17,7.0,18.0,SUV,54,36.548,21.0,19,0
FCFS,1513,45,18,7.0,21.0,Truck,70,35.777,29.0,19,0
FCFS,1513,45,19,7.0,19.0,SUV,54,48.965,28.0,19,0
FCFS,1513,45,20,7.0,19.0,SUV,54,49.909,29.0,19,0
FCFS,1513,45,21,7.0,19.0,SUV,54,57.124,33.0,19,0
FCFS,1513,45,22,7.0,18.0,Truck,70,60.114,49.0,19,0
FCFS,1513,45,23,7.0,18.0,Small,16,39.772,15.0,8,0
FCFS,1513,45,24,8.0,20.0,Small,16,29.152,11.0,8,0
FCFS,1513,45,25,8.0,19.0,Small,16,31.657,12.0,8,0
FCFS,1513,45,26,8.0,16.0,Small,16,32.224,12.0,4,0
FCFS,1513,45,27,8.0,18.0,Small,16,56.669,16,8,0
FCFS,1513,45,28,9.0,19.0,Sedan,24,30.839,13.0,19,0
FCFS,1513,45,29,9.0,20.0,Truck,70,59.99,49.0,19,0
FCFS,1513,45,30,9.0,20.0,Small,16,36.893,14.0,8,0
FCFS,1513,45,31,9.0,19.0,Small,16,69.962,16,4,0
FCFS,1513,45,32,9.0,19.0,Small,16,54.176,16,8,0
FCFS,1513,45,33,10.0,20.0,Sedan,24,30.734,13.0,19,0
FCFS,1513,45,34,10.0,21.0,Sedan,24,48.614,21.0,19,0
FCFS,1513,45,35,10.0,20.0,Small,16,32.35,12.0,8,0
FCFS,1513,45,36,10.0,20.0,Small,16,51.743,16,19,0
FCFS,1513,45,37,10.0,20.0,Small,16,62.698,16,8,0
FCFS,1513,45,38,10.0,20.0,Small,16,60.618,16,4,0
FCFS,1513,45,39,11.0,20.0,SUV,54,22.041,13.0,19,0
FCFS,1513,45,40,11.0,19.0,Sedan,24,28.051,12.0,19,0
FCFS,1513,45,41,11.0,19.0,Sedan,24,31.761,14.0,8,0
FCFS,1513,45,42,11.0,20.0,SUV,54,73.765,42.0,19,0
FCFS,1513,45,43,11.0,18.0,Sedan,24,44.174,19.0,19,0
FCFS,1513,45,44,12.0,22.0,Sedan,24,59.853,24,19,0
FCFS,1513,45,45,13.0,18.0,Small,16,19.71,7.0,8,0
FCFS,1514,45,1,2.0,17.0,SUV,54,37.138,21.0,8,0
FCFS,1514,45,2,5.0,21.0,Truck,70,32.642,27.0,19,0
FCFS,1514,45,3,5.0,17.0,SUV,54,45.269,26.0,19,0
FCFS,1514,45,4,5.0,17.0,Truck,70,49.448,40.0,19,0
FCFS,1514,45,5,5.0,20.0,Small,16,49.392,16,8,0
FCFS,1514,45,6,6.0,19.0,Sedan,24,26.343,11.0,4,0
FCFS,1514,45,7,6.0,18.0,SUV,54,58.339,33.0,19,0
FCFS,1514,45,8,6.0,17.0,Truck,70,48.159,39.0,8,0
FCFS,1514,45,9,6.0,18.0,Sedan,24,46.687,20.0,4,0
FCFS,1514,45,10,6.0,19.0,Sedan,24,70.092,24,19,0
FCFS,1514,45,11,6.0,20.0,Small,16,37.21,14.0,8,0
FCFS,1514,45,12,6.0,17.0,Small,16,41.774,16.0,8,0
FCFS,1514,45,13,7.0,16.0,SUV,54,16.219,9.0,19,0
FCFS,1514,45,14,7.0,21.0,SUV,54,38.718,22.0,8,0
FCFS,1514,45,15,7.0,17.0,SUV,54,28.391,16.0,8,0
FCFS,1514,45,16,7.0,18.0,SUV,54,34.226,20.0,4,0
FCFS,1514,45,17,7.0,18.0,SUV,54,36.548,21.0,19,0
FCFS,1514,45,18,7.0,21.0,Truck,70,35.777,29.0,19,0
FCFS,1514,45,19,7.0,19.0,SUV,54,48.965,28.0,19,0
FCFS,1514,45,20,7.0,19.0,SUV,54,49.909,29.0,19,0
FCFS,1514,45,21,7.0,19.0,SUV,54,57.124,33.0,19,0
FCFS,1514,45,22,7.0,18.0,Truck,70,60.114,49.0,19,0
FCFS,1514,45,23,7.0,18.0,Small,16,39.772,15.0,8,0
FCFS,1514,45,24,8.0,20.0,Small,16,29.152,11.0,8,0
FCFS,1514,45,25,8.0,19.0,Small,16,31.657,12.0,8,0
FCFS,1514,45,26,8.0,16.0,Small,16,32.224,12.0,4,0
FCFS,1514,45,27,8.0,18.0,Small,16,56.669,16,8,0
FCFS,1514,45,28,9.0,19.0,Sedan,24,30.839,13.0,19,0
FCFS,1514,45,29,9.0,20.0,Truck,70,59.99,49.0,19,0
FCFS,1514,45,30,9.0,20.0,Small,16,36.893,14.0,8,0
FCFS,1514,45,31,9.0,19.0,Small,16,69.962,16,4,0
FCFS,1514,45,32,9.0,19.0,Small,16,54.176,16,8,0
FCFS,1514,45,33,10.0,20.0,Sedan,24,30.734,13.0,19,0
FCFS,1514,45,34,10.0,21.0,Sedan,24,48.614,21.0,19,0
FCFS,1514,45,35,10.0,20.0,Small,16,32.35,12.0,8,0
FCFS,1514,45,36,10.0,20.0,Small,16,51.743,16,19,0
FCFS,1514,45,37,10.0,20.0,Small,16,62.698,16,8,0
FCFS,1514,45,38,10.0,20.0,Small,16,60.618,16,4,0
FCFS,1514,45,39,11.0,20.0,SUV,54,22.041,13.0,19,0
FCFS,1514,45,40,11.0,19.0,Sedan,24,28.051,12.0,19,0
FCFS,1514,45,41,11.0,19.0,Sedan,24,31.761,14.0,8,0
FCFS,1514,45,42,11.0,20.0,SUV,54,73.765,42.0,19,0
FCFS,1514,45,43,11.0,18.0,Sedan,24,44.174,19.0,19,0
FCFS,1514,45,44,12.0,22.0,Sedan,24,59.853,24,19,0
FCFS,1514,45,45,13.0,18.0,Small,16,19.71,7.0,8,0
FCFS,1515,45,1,2.0,17.0,SUV,54,37.138,21.0,8,0
FCFS,1515,45,2,5.0,21.0,Truck,70,32.642,27.0,19,0
FCFS,1515,45,3,5.0,17.0,SUV,54,45.269,26.0,19,0
FCFS,1515,45,4,5.0,17.0,Truck,70,49.448,40.0,19,0
FCFS,1515,45,5,5.0,20.0,Small,16,49.392,16,8,0
FCFS,1515,45,6,6.0,19.0,Sedan,24,26.343,11.0,4,0
FCFS,1515,45,7,6.0,18.0,SUV,54,58.339,33.0,19,0
FCFS,1515,45,8,6.0,17.0,Truck,70,48.159,39.0,8,0
FCFS,1515,45,9,6.0,18.0,Sedan,24,46.687,20.0,4,0
FCFS,1515,45,10,6.0,19.0,Sedan,24,70.092,24,19,0
FCFS,1515,45,11,6.0,20.0,Small,16,37.21,14.0,8,0
FCFS,1515,45,12,6.0,17.0,Small,16,41.774,16.0,8,0
FCFS,1515,45,13,7.0,16.0,SUV,54,16.219,9.0,19,0
FCFS,1515,45,14,7.0,21.0,SUV,54,38.718,22.0,8,0
FCFS,1515,45,15,7.0,17.0,SUV,54,28.391,16.0,8,0
FCFS,1515,45,16,7.0,18.0,SUV,54,34.226,20.0,4,0
FCFS,1515,45,17,7.0,18.0,SUV,54,36.548,21.0,19,0
FCFS,1515,45,18,7.0,21.0,Truck,70,35.777,29.0,19,0
FCFS,1515,45,19,7.0,19.0,SUV,54,48.965,28.0,19,0
FCFS,1515,45,20,7.0,19.0,SUV,54,49.909,29.0,19,0
FCFS,1515,45,21,7.0,19.0,SUV,54,57.124,33.0,19,0
FCFS,1515,45,22,7.0,18.0,Truck,70,60.114,49.0,19,0
FCFS,1515,45,23,7.0,18.0,Small,16,39.772,15.0,8,0
FCFS,1515,45,24,8.0,20.0,Small,16,29.152,11.0,8,0
FCFS,1515,45,25,8.0,19.0,Small,16,31.657,12.0,8,0
FCFS,1515,45,26,8.0,16.0,Small,16,32.224,12.0,4,0
FCFS,1515,45,27,8.0,18.0,Small,16,56.669,16,8,0
FCFS,1515,45,28,9.0,19.0,Sedan,24,30.839,13.0,19,0
FCFS,1515,45,29,9.0,20.0,Truck,70,59.99,49.0,19,0
FCFS,1515,45,30,9.0,20.0,Small,16,36.893,14.0,8,0
FCFS,1515,45,31,9.0,19.0,Small,16,69.962,16,4,0
FCFS,1515,45,32,9.0,19.0,Small,16,54.176,16,8,0
FCFS,1515,45,33,10.0,20.0,Sedan,24,30.734,13.0,19,0
FCFS,1515,45,34,10.0,21.0,Sedan,24,48.614,21.0,19,0
FCFS,1515,45,35,10.0,20.0,Small,16,32.35,12.0,8,0
FCFS,1515,45,36,10.0,20.0,Small,16,51.743,16,19,0
FCFS,1515,45,37,10.0,20.0,Small,16,62.698,16,8,0
FCFS,1515,45,38,10.0,20.0,Small,16,60.618,16,4,0
FCFS,1515,45,39,11.0,20.0,SUV,54,22.041,13.0,19,0
FCFS,1515,45,40,11.0,19.0,Sedan,24,28.051,12.0,19,0
FCFS,1515,45,41,11.0,19.0,Sedan,24,31.761,14.0,8,0
FCFS,1515,45,42,11.0,20.0,SUV,54,73.765,42.0,19,0
FCFS,1515,45,43,11.0,18.0,Sedan,24,44.174,19.0,19,0
FCFS,1515,45,44,12.0,22.0,Sedan,24,59.853,24,19,0
FCFS,1515,45,45,13.0,18.0,Small,16,19.71,7.0,8,0
FCFS,1516,45,1,2.0,17.0,SUV,54,37.138,21.0,8,0
FCFS,1516,45,2,5.0,21.0,Truck,70,32.642,27.0,19,0
FCFS,1516,45,3,5.0,17.0,SUV,54,45.269,26.0,19,0
FCFS,1516,45,4,5.0,17.0,Truck,70,49.448,40.0,19,0
FCFS,1516,45,5,5.0,20.0,Small,16,49.392,16,8,0
FCFS,1516,45,6,6.0,19.0,Sedan,24,26.343,11.0,4,0
FCFS,1516,45,7,6.0,18.0,SUV,54,58.339,33.0,19,0
FCFS,1516,45,8,6.0,17.0,Truck,70,48.159,39.0,8,0
FCFS,1516,45,9,6.0,18.0,Sedan,24,46.687,20.0,4,0
FCFS,1516,45,10,6.0,19.0,Sedan,24,70.092,24,19,0
FCFS,1516,45,11,6.0,20.0,Small,16,37.21,14.0,8,0
FCFS,1516,45,12,6.0,17.0,Small,16,41.774,16.0,8,0
FCFS,1516,45,13,7.0,16.0,SUV,54,16.219,9.0,19,0
FCFS,1516,45,14,7.0,21.0,SUV,54,38.718,22.0,8,0
FCFS,1516,45,15,7.0,17.0,SUV,54,28.391,16.0,8,0
FCFS,1516,45,16,7.0,18.0,SUV,54,34.226,20.0,4,0
FCFS,1516,45,17,7.0,18.0,SUV,54,36.548,21.0,19,0
FCFS,1516,45,18,7.0,21.0,Truck,70,35.777,29.0,19,0
FCFS,1516,45,19,7.0,19.0,SUV,54,48.965,28.0,19,0
FCFS,1516,45,20,7.0,19.0,SUV,54,49.909,29.0,19,0
FCFS,1516,45,21,7.0,19.0,SUV,54,57.124,33.0,19,0
FCFS,1516,45,22,7.0,18.0,Truck,70,60.114,49.0,19,0
FCFS,1516,45,23,7.0,18.0,Small,16,39.772,15.0,8,0
FCFS,1516,45,24,8.0,20.0,Small,16,29.152,11.0,8,0
FCFS,1516,45,25,8.0,19.0,Small,16,31.657,12.0,8,0
FCFS,1516,45,26,8.0,16.0,Small,16,32.224,12.0,4,0
FCFS,1516,45,27,8.0,18.0,Small,16,56.669,16,8,0
FCFS,1516,45,28,9.0,19.0,Sedan,24,30.839,13.0,19,0
FCFS,1516,45,29,9.0,20.0,Truck,70,59.99,49.0,19,0
FCFS,1516,45,30,9.0,20.0,Small,16,36.893,14.0,8,0
FCFS,1516,45,31,9.0,19.0,Small,16,69.962,16,4,0
FCFS,1516,45,32,9.0,19.0,Small,16,54.176,16,8,0
FCFS,1516,45,33,10.0,20.0,Sedan,24,30.734,13.0,19,0
FCFS,1516,45,34,10.0,21.0,Sedan,24,48.614,21.0,19,0
FCFS,1516,45,35,10.0,20.0,Small,16,32.35,12.0,8,0
FCFS,1516,45,36,10.0,20.0,Small,16,51.743,16,19,0
FCFS,1516,45,37,10.0,20.0,Small,16,62.698,16,8,0
FCFS,1516,45,38,10.0,20.0,Small,16,60.618,16,4,0
FCFS,1516,45,39,11.0,20.0,SUV,54,22.041,13.0,19,0
FCFS,1516,45,40,11.0,19.0,Sedan,24,28.051,12.0,19,0
FCFS,1516,45,41,11.0,19.0,Sedan,24,31.761,14.0,8,0
FCFS,1516,45,42,11.0,20.0,SUV,54,73.765,42.0,19,0
FCFS,1516,45,43,11.0,18.0,Sedan,24,44.174,19.0,19,0
FCFS,1516,45,44,12.0,22.0,Sedan,24,59.853,24,19,0
FCFS,1516,45,45,13.0,18.0,Small,16,19.71,7.0,8,0
FCFS,1517,45,1,2.0,17.0,SUV,54,37.138,21.0,8,0
FCFS,1517,45,2,5.0,21.0,Truck,70,32.642,27.0,19,0
FCFS,1517,45,3,5.0,17.0,SUV,54,45.269,26.0,19,0
FCFS,1517,45,4,5.0,17.0,Truck,70,49.448,40.0,19,0
FCFS,1517,45,5,5.0,20.0,Small,16,49.392,16,8,0
FCFS,1517,45,6,6.0,19.0,Sedan,24,26.343,11.0,4,0
FCFS,1517,45,7,6.0,18.0,SUV,54,58.339,33.0,19,0
FCFS,1517,45,8,6.0,17.0,Truck,70,48.159,39.0,8,0
FCFS,1517,45,9,6.0,18.0,Sedan,24,46.687,20.0,4,0
FCFS,1517,45,10,6.0,19.0,Sedan,24,70.092,24,19,0
FCFS,1517,45,11,6.0,20.0,Small,16,37.21,14.0,8,0
FCFS,1517,45,12,6.0,17.0,Small,16,41.774,16.0,8,0
FCFS,1517,45,13,7.0,16.0,SUV,54,16.219,9.0,19,0
FCFS,1517,45,14,7.0,21.0,SUV,54,38.718,22.0,8,0
FCFS,1517,45,15,7.0,17.0,SUV,54,28.391,16.0,8,0
FCFS,1517,45,16,7.0,18.0,SUV,54,34.226,20.0,4,0
FCFS,1517,45,17,7.0,18.0,SUV,54,36.548,21.0,19,0
FCFS,1517,45,18,7.0,21.0,Truck,70,35.777,29.0,19,0
FCFS,1517,45,19,7.0,19.0,SUV,54,48.965,28.0,19,0
FCFS,1517,45,20,7.0,19.0,SUV,54,49.909,29.0,19,0
FCFS,1517,45,21,7.0,19.0,SUV,54,57.124,33.0,19,0
FCFS,1517,45,22,7.0,18.0,Truck,70,60.114,49.0,19,0
FCFS,1517,45,23,7.0,18.0,Small,16,39.772,15.0,8,0
FCFS,1517,45,24,8.0,20.0,Small,16,29.152,11.0,8,0
FCFS,1517,45,25,8.0,19.0,Small,16,31.657,12.0,8,0
FCFS,1517,45,26,8.0,16.0,Small,16,32.224,12.0,4,0
FCFS,1517,45,27,8.0,18.0,Small,16,56.669,16,8,0
FCFS,1517,45,28,9.0,19.0,Sedan,24,30.839,13.0,19,0
FCFS,1517,45,29,9.0,20.0,Truck,70,59.99,49.0,19,0
FCFS,1517,45,30,9.0,20.0,Small,16,36.893,14.0,8,0
FCFS,1517,45,31,9.0,19.0,Small,16,69.962,16,4,0
FCFS,1517,45,32,9.0,19.0,Small,16,54.176,16,8,0
FCFS,1517,45,33,10.0,20.0,Sedan,24,30.734,13.0,19,0
FCFS,1517,45,34,10.0,21.0,Sedan,24,48.614,21.0,19,0
FCFS,1517,45,35,10.0,20.0,Small,16,32.35,12.0,8,0
FCFS,1517,45,36,10.0,20.0,Small,16,51.743,16,19,0
FCFS,1517,45,37,10.0,20.0,Small,16,62.698,16,8,0
FCFS,1517,45,38,10.0,20.0,Small,16,60.618,16,4,0
FCFS,1517,45,39,11.0,20.0,SUV,54,22.041,13.0,19,0
FCFS,1517,45,40,11.0,19.0,Sedan,24,28.051,12.0,19,0
FCFS,1517,45,41,11.0,19.0,Sedan,24,31.761,14.0,8,0
FCFS,1517,45,42,11.0,20.0,SUV,54,73.765,42.0,19,0
FCFS,1517,45,43,11.0,18.0,Sedan,24,44.174,19.0,19,0
FCFS,1517,45,44,12.0,22.0,Sedan,24,59.853,24,19,0
FCFS,1517,45,45,13.0,18.0,Small,16,19.71,7.0,8,0
FCFS,1518,45,1,2.0,17.0,SUV,54,37.138,21.0,8,0
FCFS,1518,45,2,5.0,21.0,Truck,70,32.642,27.0,19,0
FCFS,1518,45,3,5.0,17.0,SUV,54,45.269,26.0,19,0
FCFS,1518,45,4,5.0,17.0,Truck,70,49.448,40.0,19,0
FCFS,1518,45,5,5.0,20.0,Small,16,49.392,16,8,0
FCFS,1518,45,6,6.0,19.0,Sedan,24,26.343,11.0,4,0
FCFS,1518,45,7,6.0,18.0,SUV,54,58.339,33.0,19,0
FCFS,1518,45,8,6.0,17.0,Truck,70,48.159,39.0,8,0
FCFS,1518,45,9,6.0,18.0,Sedan,24,46.687,20.0,4,0
FCFS,1518,45,10,6.0,19.0,Sedan,24,70.092,24,19,0
FCFS,1518,45,11,6.0,20.0,Small,16,37.21,14.0,8,0
FCFS,1518,45,12,6.0,17.0,Small,16,41.774,16.0,8,0
FCFS,1518,45,13,7.0,16.0,SUV,54,16.219,9.0,19,0
FCFS,1518,45,14,7.0,21.0,SUV,54,38.718,22.0,8,0
FCFS,1518,45,15,7.0,17.0,SUV,54,28.391,16.0,8,0
FCFS,1518,45,16,7.0,18.0,SUV,54,34.226,20.0,4,0
FCFS,1518,45,17,7.0,18.0,SUV,54,36.548,21.0,19,0
FCFS,1518,45,18,7.0,21.0,Truck,70,35.777,29.0,19,0
FCFS,1518,45,19,7.0,19.0,SUV,54,48.965,28.0,19,0
FCFS,1518,45,20,7.0,19.0,SUV,54,49.909,29.0,19,0
FCFS,1518,45,21,7.0,19.0,SUV,54,57.124,33.0,19,0
FCFS,1518,45,22,7.0,18.0,Truck,70,60.114,49.0,19,0
FCFS,1518,45,23,7.0,18.0,Small,16,39.772,15.0,8,0
FCFS,1518,45,24,8.0,20.0,Small,16,29.152,11.0,8,0
FCFS,1518,45,25,8.0,19.0,Small,16,31.657,12.0,8,0
FCFS,1518,45,26,8.0,16.0,Small,16,32.224,12.0,4,0
FCFS,1518,45,27,8.0,18.0,Small,16,56.669,16,8,0
FCFS,1518,45,28,9.0,19.0,Sedan,24,30.839,13.0,19,0
FCFS,1518,45,29,9.0,20.0,Truck,70,59.99,49.0,19,0
FCFS,1518,45,30,9.0,20.0,Small,16,36.893,14.0,8,0
FCFS,1518,45,31,9.0,19.0,Small,16,69.962,16,4,0
FCFS,1518,45,32,9.0,19.0,Small,16,54.176,16,8,0
FCFS,1518,45,33,10.0,20.0,Sedan,24,30.734,13.0,19,0
FCFS,1518,45,34,10.0,21.0,Sedan,24,48.614,21.0,19,0
FCFS,1518,45,35,10.0,20.0,Small,16,32.35,12.0,8,0
FCFS,1518,45,36,10.0,20.0,Small,16,51.743,16,19,0
FCFS,1518,45,37,10.0,20.0,Small,16,62.698,16,8,0
FCFS,1518,45,38,10.0,20.0,Small,16,60.618,16,4,0
FCFS,1518,45,39,11.0,20.0,SUV,54,22.041,13.0,19,0
FCFS,1518,45,40,11.0,19.0,Sedan,24,28.051,12.0,19,0
FCFS,1518,45,41,11.0,19.0,Sedan,24,31.761,14.0,8,0
FCFS,1518,45,42,11.0,20.0,SUV,54,73.765,42.0,19,0
FCFS,1518,45,43,11.0,18.0,Sedan,24,44.174,19.0,19,0
